tokenized_text,no_stopwords
"['awal', 'nya', 'paling', 'murah', 'skrg', 'malah', 'food', 'shop', 'tidak', 'bisa', 'd', 'klik', 'sy', 'sebagai', 'penjual', 'online', 'yg', 'sehari', 'nya', 'bisa', 'order', 'driver', 'minimal', 'driver', 'kecewa', 'berat']","['awal', 'nya', 'paling', 'murah', 'skrg', 'malah', 'food', 'shop', 'd', 'klik', 'sy', 'penjual', 'online', 'yg', 'sehari', 'nya', 'order', 'driver', 'minimal', 'driver', 'kecewa', 'berat']"
"['entah', 'kenapa', 'mapsnya', 'skrg', 'loading', 'lambat', 'padahal', 'ga', 'ada', 'masalah', 'sama', 'jaringan', 'dan', 'hp']","['entah', 'mapsnya', 'skrg', 'loading', 'lambat', 'padahal', 'ga', 'masalah', 'sama', 'jaringan', 'hp']"
"['gak', 'jelas', 'makin', 'mahal', 'padahal', 'kurang', 'km', 'dr', 'rbu', 'masuk', 'gila', 'kaliii']","['gak', 'jelas', 'makin', 'mahal', 'padahal', 'kurang', 'km', 'dr', 'rbu', 'masuk', 'gila', 'kaliii']"
"['drivernya', 'kebanyakan', 'suka', 'lama']","['drivernya', 'kebanyakan', 'suka', 'lama']"
"['maxim', 'jelek', 'masa', 'tf', 'ngisi', 'maxim', 'wallet', 'kaspro', 'tapi', 'ga', 'keisi', 'di', 'akun', 'nya', 'jelas', 'sudah', 'saya', 'tf', 'malah', 'pemberitahuan', 'diblokir', 'harusnya', 'dananya', 'dibalikkin', 'kalo', 'kek', 'gitu', 'begini', 'kan', 'saya', 'rugi']","['maxim', 'jelek', 'masa', 'tf', 'ngisi', 'maxim', 'wallet', 'kaspro', 'ga', 'keisi', 'akun', 'nya', 'jelas', 'tf', 'malah', 'pemberitahuan', 'diblokir', 'harusnya', 'dananya', 'dibalikkin', 'kalo', 'kek', 'gitu', 'begini', 'kan', 'rugi']"
"['tolong', 'dong', 'sosialisasikan', 'para', 'pelanggan', 'supaya', 'tidak', 'curangmemilih', 'layanan', 'layan', 'hanya', 'antar', 'atau', 'belanja', 'beli', 'makanan', 'atau', 'barang', 'layanan', 'belanja', 'pilih', 'nya', 'malah', 'pakai', 'deliveri', 'antar', 'padahal', 'belanja']","['dong', 'sosialisasikan', 'pelanggan', 'curangmemilih', 'layanan', 'layan', 'antar', 'belanja', 'beli', 'makanan', 'barang', 'layanan', 'belanja', 'pilih', 'nya', 'malah', 'pakai', 'deliveri', 'antar', 'padahal', 'belanja']"
['baik'],['baik']
"['susah', 'untuk', 'pesan', 'loding']","['susah', 'pesan', 'loding']"
"['tolong', 'saya', 'sudah', 'isi', 'ribu', 'sudah', 'kepakai', 'ribu', 'tapi', 'saldo', 'malah', 'jadi', 'rb', 'ngeri', 'banget', 'kesedot']","['isi', 'ribu', 'kepakai', 'ribu', 'saldo', 'malah', 'jadi', 'rb', 'ngeri', 'banget', 'kesedot']"
"['aplikasi', 'gembel']","['aplikasi', 'gembel']"
"['pto', 'ghoib', 'sering', 'dapat', 'orderan', 'tembakan', 'ga', 'ada', 'hukuman', 'yang', 'harus', 'dilakukan', 'buat', 'ngelakuin', 'orderan', 'fiktif', 'murah', 'doang', 'aplikasinya', 'sama', 'aja', 'murahan', 'taik']","['pto', 'ghoib', 'sering', 'orderan', 'tembakan', 'ga', 'hukuman', 'dilakukan', 'buat', 'ngelakuin', 'orderan', 'fiktif', 'murah', 'doang', 'aplikasinya', 'sama', 'aja', 'murahan', 'taik']"
"['aplikasi', 'tidak', 'jelas', 'sudah', 'nomor', 'pake', 'daftar', 'tidak', 'bisa', 'login', 'bikin', 'rugi', 'download']","['aplikasi', 'jelas', 'nomor', 'pake', 'daftar', 'login', 'bikin', 'rugi', 'download']"
"['log', 'in', 'pke', 'nomer', 'yg', 'aktif', 'jga', 'susah', 'malah', 'gabisa', 'buruk', 'sekali', 'apk', 'nya']","['log', 'in', 'pke', 'nomer', 'yg', 'aktif', 'jga', 'susah', 'malah', 'gabisa', 'buruk', 'sekali', 'apk', 'nya']"
"['fitur', 'gila', 'gabisa', 'di', 'cancel', 'bikin', 'panik']","['fitur', 'gila', 'gabisa', 'cancel', 'bikin', 'panik']"
"['verifikasi', 'nomor', 'ga', 'muncul', 'muncul', 'aneh']","['verifikasi', 'nomor', 'ga', 'muncul', 'muncul', 'aneh']"
"['ada', 'apa', 'denganmu', 'food', 'mu', 'bermasalah', 'dan', 'membagongkan', 'untuk', 'bike', 'dan', 'delivery', 'oke', 'untuk', 'food', 'tidak', 'sama', 'sekali']","['apa', 'denganmu', 'food', 'mu', 'bermasalah', 'membagongkan', 'bike', 'delivery', 'oke', 'food', 'sama', 'sekali']"
"['maxim', 'sekarang', 'mahal', 'untuk', 'delivery', 'naik', 'k', 'malah', 'ada', 'tulisan', 'platform', 'fee', 'pula', 'drivernya', 'mnta', 'tambah', 'ongkir', 'lagi', 'balikin', 'tarif', 'yang', 'sebelumnya', 'dong', 'maxim']","['maxim', 'sekarang', 'mahal', 'delivery', 'naik', 'k', 'malah', 'tulisan', 'platform', 'fee', 'drivernya', 'mnta', 'tambah', 'ongkir', 'balikin', 'tarif', 'sebelumnya', 'dong', 'maxim']"
"['maaf', 'saya', 'kurangi', 'bintangnya', 'di', 'area', 'barong', 'tongkok', 'susah', 'mendapat', 'driver', 'seharusnya', 'ada', 'sanksi', 'bagi', 'driver', 'yang', 'menolak', 'atau', 'tidak', 'mengambil', 'order']","['maaf', 'kurangi', 'bintangnya', 'area', 'barong', 'tongkok', 'susah', 'mendapat', 'driver', 'sanksi', 'driver', 'menolak', 'mengambil', 'order']"
"['alamat', 'yang', 'di', 'tulis', 'kok', 'yang', 'keluar', 'lain']","['alamat', 'tulis', 'kok', 'keluar']"
"['aplikator', 'ga', 'taat', 'peraturan', 'pemerintah', 'bikin', 'driver', 'miskin', 'pergi', 'aja', 'dari', 'indonesia']","['aplikator', 'ga', 'taat', 'peraturan', 'pemerintah', 'bikin', 'driver', 'miskin', 'pergi', 'aja', 'indonesia']"
"['untuk', 'customer', 'bekasi', 'tolong', 'kalo', 'sya', 'chat', 'di', 'fitur', 'aplikasi', 'tolong', 'di', 'balas', 'dan', 'klo', 'emang', 'engga', 'niat', 'order', 'jangan', 'ngerjain', 'saya', 'ok', 'ya', 'allah', 'ya', 'jabbar', 'ya', 'allah', 'ya', 'jabbar', 'titenono', 'atas', 'izin', 'allah', 'swt', 'perusahaan', 'maxim', 'akan', 'hancur', 'sehancurnya']","['customer', 'bekasi', 'kalo', 'sya', 'chat', 'fitur', 'aplikasi', 'balas', 'klo', 'emang', 'engga', 'niat', 'order', 'jangan', 'ngerjain', 'allah', 'jabbar', 'allah', 'jabbar', 'titenono', 'atas', 'izin', 'allah', 'swt', 'perusahaan', 'maxim', 'hancur', 'sehancurnya']"
"['payahdriver', 'nya', 'pemalasorder', 'makanan', 'jam', 'malammentng', 'beli', 'nya', 'agak', 'jauh', 'tidk', 'ada', 'yg', 'mau', 'ambil', 'orderansaya', 'sengaja', 'naikin', 'ongkos', 'nya', 'sampai', 'ribujadi', 'ribu', 'pada', 'banyak', 'yang', 'ambil', 'saya', 'order', 'mau', 'kasih', 'lebih', 'juga', 'koktegur', 'driver', 'nya', 'maxim']","['payahdriver', 'nya', 'pemalasorder', 'makanan', 'jam', 'malammentng', 'beli', 'nya', 'jauh', 'tidk', 'yg', 'mau', 'ambil', 'orderansaya', 'sengaja', 'naikin', 'ongkos', 'nya', 'ribujadi', 'ribu', 'banyak', 'ambil', 'order', 'mau', 'kasih', 'lebih', 'koktegur', 'driver', 'nya', 'maxim']"
"['masih', 'banyak', 'akun', 'penipuan', 'di', 'aplikasi', 'ini', 'sehingga', 'banyak', 'merugikan', 'mitra', 'ojekaplikasi', 'taxsee', 'motor', 'saya', 'sendiri', 'yang', 'kena', 'tipu', 'barusan', 'dengan', 'pesanan', 'fiktif', 'niatnya', 'mau', 'nyari', 'uang', 'dengan', 'mengunakan', 'aplikasi', 'maxim', 'eh', 'taunya', 'dapet', 'orderan', 'bodong', 'jadinya', 'rugi', 'total', 'pesan', 'dari', 'saya', 'untuk', 'perbaiki', 'sistem', 'aplikasi', 'maxim', 'tingkat', 'security', 'protexci', 'biar', 'klo', 'orang', 'daftar', 'maxim', 'klo', 'nomornya', 'udah', 'di', 'pakai', 'untuk', 'penipuan', 'tidak', 'bisa', 'untuk', 'daftar', 'maxim', 'karena', 'bnyak', 'yang', 'ketipu', 'di', 'aplikasi', 'ini']","['banyak', 'akun', 'penipuan', 'aplikasi', 'banyak', 'merugikan', 'mitra', 'ojekaplikasi', 'taxsee', 'motor', 'sendiri', 'kena', 'tipu', 'barusan', 'pesanan', 'fiktif', 'niatnya', 'mau', 'nyari', 'uang', 'mengunakan', 'aplikasi', 'maxim', 'eh', 'taunya', 'dapet', 'orderan', 'bodong', 'jadinya', 'rugi', 'total', 'pesan', 'perbaiki', 'sistem', 'aplikasi', 'maxim', 'tingkat', 'security', 'protexci', 'biar', 'klo', 'orang', 'daftar', 'maxim', 'klo', 'nomornya', 'udah', 'pakai', 'penipuan', 'daftar', 'maxim', 'bnyak', 'ketipu', 'aplikasi']"
"['admin', 'sudah', 'memberi', 'respon', 'dengan', 'menelfon', 'saya', 'dan', 'meminta', 'saya', 'untuk', 'login', 'ulang', 'katanya', 'mau', 'di', 'kirimi', 'kode', 'verifikasi', 'sudah', 'saya', 'coba', 'login', 'berulang', 'kali', 'sampai', 'seminggu', 'ini', 'tapi', 'tetap', 'saja', 'tidak', 'menerima', 'kode', 'verifikasi', 'kenapa', 'aplikasi', 'maxim', 'harus', 'seperti', 'ini', 'sangay', 'susah', 'untuk', 'login', 'ke', 'aplikasi', 'tolong', 'di', 'perbaiki']","['admin', 'memberi', 'respon', 'menelfon', 'meminta', 'login', 'ulang', 'katanya', 'mau', 'kirimi', 'kode', 'verifikasi', 'coba', 'login', 'berulang', 'kali', 'seminggu', 'tetap', 'menerima', 'kode', 'verifikasi', 'aplikasi', 'maxim', 'sangay', 'susah', 'login', 'aplikasi', 'perbaiki']"
"['ini', 'apknya', 'kok', 'gak', 'bisa', 'di', 'cancel', 'sihh', 'aneh', 'bangt', 'drivernya', 'udah', 'marah', 'gak', 'jelas', 'lagi', 'heduhhh']","['apknya', 'kok', 'gak', 'cancel', 'sihh', 'aneh', 'bangt', 'drivernya', 'udah', 'marah', 'gak', 'jelas', 'heduhhh']"
"['gk', 'jelas', 'maxim', 'orderan', 'fiktif', 'nya', 'masih', 'ada', 'seharian', 'nyalain', 'aplikasi', 'kgk', 'ada', 'yang', 'nyangkut', 'sma', 'skli']","['gk', 'jelas', 'maxim', 'orderan', 'fiktif', 'nya', 'seharian', 'nyalain', 'aplikasi', 'kgk', 'nyangkut', 'sma', 'skli']"
"['gk', 'bisa', 'batalkn', 'order']","['gk', 'batalkn', 'order']"
"['kenapa', 'pas', 'saya', 'pesan', 'mobil', 'malah', 'muncul', 'keterangan', 'car', 'kementriancar', 'gubernur', 'jadi', 'pusing', 'yg', 'mana', 'mobil', 'orang', 'dan', 'yang', 'orang']","['pas', 'pesan', 'mobil', 'malah', 'muncul', 'keterangan', 'car', 'kementriancar', 'gubernur', 'jadi', 'pusing', 'yg', 'mana', 'mobil', 'orang', 'orang']"
"['minimal', 'dikasi', 'deskripsi', 'motor', 'driver', 'nya', 'apa', 'kasian', 'pelanggan', 'yg', 'gendut', 'kalo', 'dapet', 'driver', 'yg', 'motornya', 'kecil']","['minimal', 'dikasi', 'deskripsi', 'motor', 'driver', 'nya', 'apa', 'kasian', 'pelanggan', 'yg', 'gendut', 'kalo', 'dapet', 'driver', 'yg', 'motornya', 'kecil']"
"['saya', 'delivery', 'donat', 'untuk', 'ulang', 'tahunmalah', 'hancung', 'tulisan', 'ucapannya', 'hilang']","['delivery', 'donat', 'ulang', 'tahunmalah', 'hancung', 'tulisan', 'ucapannya', 'hilang']"
"['guaaa', 'gaaaakk', 'dapettttt', 'orderaaannn', 'selamaaaa', 'hariiiiii', 'coookkkkkkk']","['guaaa', 'gaaaakk', 'dapettttt', 'orderaaannn', 'selamaaaa', 'hariiiiii', 'coookkkkkkk']"
"['kalau', 'sya', 'pesan', 'daging', 'biasanya', 'pembayarannya', 'ribu', 'sekarang', 'naik', 'menjadi', 'ribu']","['kalau', 'sya', 'pesan', 'daging', 'biasanya', 'pembayarannya', 'ribu', 'sekarang', 'naik', 'menjadi', 'ribu']"
"['mobil', 'nya', 'bersihcuma', 'ac', 'nya', 'tidak', 'di', 'nyalan', 'sama', 'driver', 'nya', 'mohon', 'maaf', 'ya', 'pak', 'driver', 'kita', 'kasih', 'bintang', 'dululain', 'kali', 'pelayanan', 'nya', 'di', 'perbaiki']","['mobil', 'nya', 'bersihcuma', 'ac', 'nya', 'nyalan', 'sama', 'driver', 'nya', 'mohon', 'maaf', 'pak', 'driver', 'kasih', 'bintang', 'dululain', 'kali', 'pelayanan', 'nya', 'perbaiki']"
"['tolong', 'pelayanan', 'maxim', 'fi', 'daerah', 'kebanyakan', 'tidak', 'menyalakan', 'ac', 'nya', 'untuk', 'layanan', 'mobil', 'nya']","['pelayanan', 'maxim', 'fi', 'daerah', 'kebanyakan', 'menyalakan', 'ac', 'nya', 'layanan', 'mobil', 'nya']"
"['saya', 'kasih', 'bintang', 'sementara', 'kacau', 'kali', 'buat', 'maxim', 'walletnya', 'saya', 'sdh', 'isi', 'saldo', 'dan', 'transfer', 'berhasil', 'sesuai', 'dgn', 'arahan', 'aplikasi', 'sd', 'skrg', 'saldo', 'g', 'terisi', 'tlong', 'solusinya', 'donk', 'maxim', 'klo', 'ini', 'diselesaikan', 'dalam', 'jam', 'saya', 'naikan', 'bintangnya', 'ttpi', 'klo', 'gak', 'ada', 'saya', 'kasih', 'bintang', 'dan', 'black', 'list', 'thanks', 'akhirnya', 'di', 'black', 'list', 'jelek', 'kali', 'respon', 'dari', 'maxim']","['kasih', 'bintang', 'kacau', 'kali', 'buat', 'maxim', 'walletnya', 'sdh', 'isi', 'saldo', 'transfer', 'berhasil', 'sesuai', 'dgn', 'arahan', 'aplikasi', 'sd', 'skrg', 'saldo', 'g', 'terisi', 'tlong', 'solusinya', 'donk', 'maxim', 'klo', 'diselesaikan', 'jam', 'naikan', 'bintangnya', 'ttpi', 'klo', 'gak', 'kasih', 'bintang', 'black', 'list', 'thanks', 'akhirnya', 'black', 'list', 'jelek', 'kali', 'respon', 'maxim']"
"['sayaa', 'mesen', 'makanan', 'tapi', 'pembayaran', 'tidak', 'sesuai', 'aplikasi', 'kecewa']","['sayaa', 'mesen', 'makanan', 'pembayaran', 'sesuai', 'aplikasi', 'kecewa']"
"['tolong', 'maksimalkan', 'sistem', 'kalian', 'ini', 'banyak', 'sekali', 'driver', 'minta', 'cancel', 'karena', 'pembayaran', 'pakai', 'kaspro', 'kalau', 'tidak', 'siap', 'jangan', 'diaktifkan', 'fiturnya', 'rugi', 'sudah', 'top', 'up', 'banyak']","['maksimalkan', 'sistem', 'kalian', 'banyak', 'sekali', 'driver', 'minta', 'cancel', 'pembayaran', 'pakai', 'kaspro', 'kalau', 'siap', 'jangan', 'diaktifkan', 'fiturnya', 'rugi', 'top', 'up', 'banyak']"
"['maxim', 'driver', 'motor', 'n', 'mobil', 'alibinya', 'selalu', 'ga', 'punya', 'kembalian', 'jadi', 'kalau', 'mesen', 'maxim', 'harus', 'siap', 'uang', 'pas', 'taik', 'taik']","['maxim', 'driver', 'motor', 'n', 'mobil', 'alibinya', 'selalu', 'ga', 'punya', 'kembalian', 'jadi', 'kalau', 'mesen', 'maxim', 'siap', 'uang', 'pas', 'taik', 'taik']"
"['masa', 'di', 'suru', 'masukin', 'kode', 'promo', 'masuk', 'cuma', 'gabisa', 'di', 'pake', 'pembohong', 'nanti', 'dapet', 'karma']","['masa', 'suru', 'masukin', 'kode', 'promo', 'masuk', 'cuma', 'gabisa', 'pake', 'pembohong', 'dapet', 'karma']"
"['mana', 'k', 'kuuu']","['mana', 'k', 'kuuu']"
"['aplkasi', 'bosok']","['aplkasi', 'bosok']"
"['akun', 'cuatomer', 'saya', 'kok', 'gj', 'bisa', 'menerima', 'kode', 'otp', 'gimna', 'ini']","['akun', 'cuatomer', 'kok', 'gj', 'menerima', 'kode', 'otp', 'gimna']"
"['kok', 'orgkos', 'nya', 'sekarang', 'udah', 'naik', 'ajalebih', 'murah', 'yang', 'sebelah', 'kayak', 'nyatak', 'ada', 'lagi', 'yg', 'yg', 'sebelah', 'lagi', 'promo', 'gocengmaxim', 'kok', 'malah', 'naikwaduhhh', 'kalau', 'gitu', 'kami', 'ibu', 'ibu', 'pindah', 'aja']","['kok', 'orgkos', 'nya', 'sekarang', 'udah', 'naik', 'ajalebih', 'murah', 'sebelah', 'kayak', 'nyatak', 'yg', 'yg', 'sebelah', 'promo', 'gocengmaxim', 'kok', 'malah', 'naikwaduhhh', 'kalau', 'gitu', 'ibu', 'ibu', 'pindah', 'aja']"
"['aplikasinya', 'sudah', 'bagus', 'apalagi', 'budgt', 'yang', 'terhitung', 'murah', 'tapi', 'mohon', 'untuk', 'di', 'perketat', 'lagi', 'karna', 'banyak', 'oknum', 'yang', 'menyalahgunakan', 'maxime', 'ini', 'dari', 'driver', 'atau', 'yang', 'memesan', 'ojeg', 'nya']","['aplikasinya', 'bagus', 'budgt', 'terhitung', 'murah', 'mohon', 'perketat', 'karna', 'banyak', 'oknum', 'menyalahgunakan', 'maxime', 'driver', 'memesan', 'ojeg', 'nya']"
"['map', 'maxim', 'membagongkan', 'ngetik', 'tempat', 'munculnya', 'apa', 'hak', 'sesuai', 'bagong']","['map', 'maxim', 'membagongkan', 'ngetik', 'tempat', 'munculnya', 'apa', 'hak', 'sesuai', 'bagong']"
"['aplikasi', 'banyak', 'penipu']","['aplikasi', 'banyak', 'penipu']"
"['maxim', 'apk', 'gak', 'gunaaa']","['maxim', 'apk', 'gak', 'gunaaa']"
"['tolong', 'fitur', 'cancel', 'makanannya', 'diperbaiki', 'lagi', 'kita', 'mau', 'mau', 'cancel', 'yaa', 'karna', 'mau', 'batal', 'beli', 'dicancel', 'hanya', 'untuk', 'mengubah', 'orderan', 'bikin', 'susah']","['fitur', 'cancel', 'makanannya', 'diperbaiki', 'mau', 'mau', 'cancel', 'yaa', 'karna', 'mau', 'batal', 'beli', 'dicancel', 'mengubah', 'orderan', 'bikin', 'susah']"
"['setiap', 'pesen', 'delivery', 'selalu', 'dapat', 'driver', 'jauh', 'dr', 'titik', 'pengambilan', 'kasian', 'drivernya']","['pesen', 'delivery', 'selalu', 'driver', 'jauh', 'dr', 'titik', 'pengambilan', 'kasian', 'drivernya']"
"['kurang', 'ajar']","['kurang', 'ajar']"
"['ko', 'bisa', 'ew', 'nomor', 'saya', 'di', 'blokir', 'pas', 'pendaftaran', 'oleh', 'pihak', 'maxim', 'padahal', 'baru', 'daftar', 'ni', 'nomor']","['ko', 'ew', 'nomor', 'blokir', 'pas', 'pendaftaran', 'pihak', 'maxim', 'padahal', 'baru', 'daftar', 'ni', 'nomor']"
"['usahakan', 'ttp', 'diterima', 'walaupun', 'tarifnya', 'sedikit']","['usahakan', 'ttp', 'diterima', 'walaupun', 'tarifnya', 'sedikit']"
"['dalam', 'bulan', 'ini', 'terlalu', 'sering', 'naik', 'ongkosnya', 'awal', 'pake', 'cuma', 'rb', 'tiap', 'minggu', 'ada', 'kenaikan', 'perak', 'skrang', 'ongkosny', 'driver', 'makin', 'bnyak', 'harga', 'makin', 'mahal']","['bulan', 'terlalu', 'sering', 'naik', 'ongkosnya', 'awal', 'pake', 'cuma', 'rb', 'tiap', 'minggu', 'kenaikan', 'perak', 'skrang', 'ongkosny', 'driver', 'makin', 'bnyak', 'harga', 'makin', 'mahal']"
"['titik', 'koordinatnya', 'gapernah', 'sesuai', 'perbaiki', 'lah', 'kasian', 'driver', 'yang', 'kena', 'omel', 'customer']","['titik', 'koordinatnya', 'gapernah', 'sesuai', 'perbaiki', 'lah', 'kasian', 'driver', 'kena', 'omel', 'customer']"
"['tolong', 'maxim', 'nya', 'd', 'perbaiki', 'saya', 'pesan', 'kan', 'adek', 'saya', 'maxim', 'malah', 'lokasi', 'tujuan', 'd', 'lewati', 'untung', 'ajah', 'adek', 'saya', 'sigap', 'menelvon', 'saya', 'dan', 'juga', 'maxim', 'nya', 'malam', 'menyelesaikan', 'orderan', 'saya', 'katanya', 'sampai', 'tujuan', 'tapi', 'blum', 'sampai', 'tujuan', 'gimna', 'sih', 'untung', 'ada', 'suami', 'saya', 'cepat', 'mncari', 'adek', 'saya']","['maxim', 'nya', 'd', 'perbaiki', 'pesan', 'kan', 'adek', 'maxim', 'malah', 'lokasi', 'tujuan', 'd', 'lewati', 'untung', 'ajah', 'adek', 'sigap', 'menelvon', 'maxim', 'nya', 'malam', 'menyelesaikan', 'orderan', 'katanya', 'tujuan', 'blum', 'tujuan', 'gimna', 'sih', 'untung', 'suami', 'cepat', 'mncari', 'adek']"
"['sangat', 'ribet', 'susah', 'menemukan', 'titik']","['sangat', 'ribet', 'susah', 'menemukan', 'titik']"
"['kenapa', 'utk', 'login', 'sulit', 'sekali', 'untuk', 'mendapatkan', 'kode', 'verifikasi', 'sampai', 'memakai', 'semua', 'metode', 'apakah', 'ada', 'gangguan']","['utk', 'login', 'sulit', 'sekali', 'mendapatkan', 'kode', 'verifikasi', 'memakai', 'semua', 'metode', 'gangguan']"
"['setelah', 'update', 'petanya', 'tak', 'bernamahanya', 'kotak', 'saja']","['update', 'petanya', 'tak', 'bernamahanya', 'kotak']"
"['gua', 'di', 'apk', 'ni', 'maxim', 'pdhal', 'cmn', 'lah', 'di', 'apk', 'abng', 'driver', 'nya', 'masa', 'mana', 'tuh', 'abang', 'nya', 'make', 'nada', 'tinggi', 'gua', 'bayar', 'sesuai', 'di', 'apk', 'gua']","['gua', 'apk', 'ni', 'maxim', 'pdhal', 'cmn', 'lah', 'apk', 'abng', 'driver', 'nya', 'masa', 'mana', 'tuh', 'abang', 'nya', 'make', 'nada', 'tinggi', 'gua', 'bayar', 'sesuai', 'apk', 'gua']"
"['kesel', 'bgt', 'ngasih', 'tip', 'ke', 'driver', 'rbtaunya', 'gk', 'masuk', 'ke', 'saldonya', 'drivernyesel', 'tpo', 'up', 'kasprouangya', 'udh', 'kepotong', 'padahaltolong', 'lebih', 'ditingkatkan', 'lg']","['kesel', 'bgt', 'ngasih', 'tip', 'driver', 'rbtaunya', 'gk', 'masuk', 'saldonya', 'drivernyesel', 'tpo', 'up', 'kasprouangya', 'udh', 'kepotong', 'padahaltolong', 'lebih', 'ditingkatkan', 'lg']"
"['aplikasi', 'puki', 'bagusan', 'shopee']","['aplikasi', 'puki', 'bagusan', 'shopee']"
"['tolong', 'diperhatikan', 'lagi', 'untuk', 'keamanan', 'customer', 'sprti', 'memberi', 'sanksi', 'buat', 'driveryg', 'nakal']","['diperhatikan', 'keamanan', 'customer', 'sprti', 'memberi', 'sanksi', 'buat', 'driveryg', 'nakal']"
['mantap'],['mantap']
"['harga', 'delivery', 'tiba', 'berubah', 'dari', 'jadi', 'pas', 'diajukan', 'komplain', 'ke', 'aplikasi', 'malah', 'dibalas', 'pesan', 'otomatis', 'harganya', 'jadi', 'sama', 'dengan', 'grab', 'mending', 'pakai', 'grab', 'drivernya', 'tidak', 'rese', 'minta', 'no', 'hp', 'pakai', 'maxim', 'krna', 'untung', 'murah', 'kalau', 'dinaikkan', 'jadi', 'mahal', 'mending', 'pakai', 'grab']","['harga', 'delivery', 'tiba', 'berubah', 'jadi', 'pas', 'diajukan', 'komplain', 'aplikasi', 'malah', 'dibalas', 'pesan', 'otomatis', 'harganya', 'jadi', 'sama', 'grab', 'mending', 'pakai', 'grab', 'drivernya', 'rese', 'minta', 'no', 'hp', 'pakai', 'maxim', 'krna', 'untung', 'murah', 'kalau', 'dinaikkan', 'jadi', 'mahal', 'mending', 'pakai', 'grab']"
"['pelayanan', 'driver', 'jelek']","['pelayanan', 'driver', 'jelek']"
"['jelek', 'bgt', 'masa', 'iya', 'ongkir', 'jd', 'x', 'lipat', 'dr', 'sblmnya', 'biasanya', 'rb', 'jd', 'rb', 'ga', 'bgt', 'maaf', 'sy', 'unnistal', 'dulu', 'sampai', 'tarifnya', 'balik', 'lg', 'ke', 'awal']","['jelek', 'bgt', 'masa', 'iya', 'ongkir', 'jd', 'x', 'lipat', 'dr', 'sblmnya', 'biasanya', 'rb', 'jd', 'rb', 'ga', 'bgt', 'maaf', 'sy', 'unnistal', 'dulu', 'tarifnya', 'balik', 'lg', 'awal']"
"['mengalami', 'bug', 'gambar', 'tidak', 'bergerak', 'susah', 'untuk', 'melacak', 'pengemudi', 'mohon', 'dibenarkan', 'ya']","['mengalami', 'bug', 'gambar', 'bergerak', 'susah', 'melacak', 'pengemudi', 'mohon', 'dibenarkan']"
['sampah'],['sampah']
['baik'],['baik']
"['nunggu', 'nya', 'lama', 'konfirmasi', 'aja', 'terus', 'sudah', 'kali', 'tapi', 'gagal', 'mulu']","['nunggu', 'nya', 'lama', 'konfirmasi', 'aja', 'terus', 'kali', 'gagal', 'mulu']"
"['pelayanan', 'cukup', 'baik']","['pelayanan', 'cukup', 'baik']"
"['serius', 'nanya', 'klo', 'pesan', 'mobil', 'fungsi', 'carl', 'itu', 'apa', 'bukannya', 'klo', 'pesan', 'itu', 'berarti', 'bisa', 'bawa', 'barang', 'dong', 'trus', 'kenapa', 'harus', 'nambah', 'biaya', 'lg', 'pas', 'ditanya', 'alasannya', 'drivernya', 'bilang', 'kita', 'bawa', 'orang', 'bukan', 'bawa', 'barang', 'emangnya', 'klo', 'org', 'bepergian', 'gag', 'bawa', 'barang', 'trus', 'bilangnya', 'ketentuan', 'dari', 'pihal', 'maximnya', 'klo', 'ada', 'barang', 'harus', 'nambah', 'biaya', 'hadeeeuuuhh']","['serius', 'nanya', 'klo', 'pesan', 'mobil', 'fungsi', 'carl', 'apa', 'bukannya', 'klo', 'pesan', 'berarti', 'bawa', 'barang', 'dong', 'trus', 'nambah', 'biaya', 'lg', 'pas', 'ditanya', 'alasannya', 'drivernya', 'bilang', 'bawa', 'orang', 'bukan', 'bawa', 'barang', 'emangnya', 'klo', 'org', 'bepergian', 'gag', 'bawa', 'barang', 'trus', 'bilangnya', 'ketentuan', 'pihal', 'maximnya', 'klo', 'barang', 'nambah', 'biaya', 'hadeeeuuuhh']"
"['cuma', 'maxim', 'yg', 'driver', 'kurang', 'aja', 'sama', 'customerjngan', 'duit', 'dong', 'yg', 'di', 'perhatiin', 'customer', 'itu', 'bukan', 'raja', 'tapi', 'kalian', 'akan', 'butuh', 'customerdriver', 'kalian', 'ini', 'se', 'olah', 'kalian', 'ini', 'cuma', 'ga', 'penting']","['cuma', 'maxim', 'yg', 'driver', 'kurang', 'aja', 'sama', 'customerjngan', 'duit', 'dong', 'yg', 'perhatiin', 'customer', 'bukan', 'raja', 'kalian', 'butuh', 'customerdriver', 'kalian', 'se', 'olah', 'kalian', 'cuma', 'ga', 'penting']"
"['murah', 'sih', 'murah', 'aplikasi', 'nya', 'murahan', 'banyak', 'banget', 'bug', 'nya', 'belum', 'klick', 'order', 'udah', 'ada', 'orderan', 'aja', 'peta', 'gak', 'update']","['murah', 'sih', 'murah', 'aplikasi', 'nya', 'murahan', 'banyak', 'banget', 'bug', 'nya', 'klick', 'order', 'udah', 'orderan', 'aja', 'peta', 'gak', 'update']"
"['driver', 'cabul', 'maniso', 'gatal', 'nda', 'ada', 'otak', 'gilaa']","['driver', 'cabul', 'maniso', 'gatal', 'nda', 'otak', 'gilaa']"
"['kurang', 'cekatan', 'masih', 'banyak', 'yg', 'harus', 'di', 'benahi']","['kurang', 'cekatan', 'banyak', 'yg', 'benahi']"
