content,tokenized_text,processed_text
Saya tidak bisa login dan kode otp tdk terkirim baik melalui sms memang ditlp tpi cs membisu tdk ksi kode otp sehingga sy tdk bisa login. Saya kirain tidak ada pulsa maka tdk dikrim kode otp u/msk sms kode otp tahunya memang tidak bisa msk itu kode otp dan ditlp mlah tdk ada bicra apa itu CS Maxim.,"['saya', 'tidak', 'bisa', 'login', 'dan', 'kode', 'otp', 'tdk', 'terkirim', 'baik', 'melalui', 'sms', 'memang', 'ditlp', 'tpi', 'cs', 'membisu', 'tdk', 'ksi', 'kode', 'otp', 'sehingga', 'sy', 'tdk', 'bisa', 'login', 'saya', 'kirain', 'tidak', 'ada', 'pulsa', 'maka', 'tdk', 'dikrim', 'kode', 'otp', 'umsk', 'sms', 'kode', 'otp', 'tahunya', 'memang', 'tidak', 'bisa', 'msk', 'itu', 'kode', 'otp', 'dan', 'ditlp', 'mlah', 'tdk', 'ada', 'bicra', 'apa', 'itu', 'cs', 'maxim']","['login', 'kode', 'otp', 'tdk', 'kirim', 'baik', 'lalu', 'sms', 'memang', 'ditlp', 'tpi', 'cs', 'bisu', 'tdk', 'ksi', 'kode', 'otp', 'sy', 'tdk', 'login', 'kirain', 'pulsa', 'tdk', 'krim', 'kode', 'otp', 'umsk', 'sms', 'kode', 'otp', 'tahu', 'memang', 'msk', 'kode', 'otp', 'ditlp', 'mlah', 'tdk', 'bicra', 'apa', 'cs', 'maxim']"
"agak kapok/takut buat pesan maxim lagi, dapet pengalaman yang bawa motornya ugal - ugalan parah, dia ga mikir sama sekali kalo dia bawa nyawa penumpang dan bawa nama yaitu maxim, gara gara satu org ini bisa jelek nama maxim. udah laporin ke pihak maxim tapi belum ada tanggapan. terima kasih untuk tidak pakai maxim lagi, akan terus terkenang kejadian ini, akan lebih baik lagi saya uninstal.","['agak', 'kapoktakut', 'buat', 'pesan', 'maxim', 'lagi', 'dapet', 'pengalaman', 'yang', 'bawa', 'motornya', 'ugal', 'ugalan', 'parah', 'dia', 'ga', 'mikir', 'sama', 'sekali', 'kalo', 'dia', 'bawa', 'nyawa', 'penumpang', 'dan', 'bawa', 'nama', 'yaitu', 'maxim', 'gara', 'gara', 'satu', 'org', 'ini', 'bisa', 'jelek', 'nama', 'maxim', 'udah', 'laporin', 'ke', 'pihak', 'maxim', 'tapi', 'belum', 'ada', 'tanggapan', 'terima', 'kasih', 'untuk', 'tidak', 'pakai', 'maxim', 'lagi', 'akan', 'terus', 'terkenang', 'kejadian', 'ini', 'akan', 'lebih', 'baik', 'lagi', 'saya', 'uninstal']","['kapoktakut', 'buat', 'pesan', 'maxim', 'dapet', 'alam', 'bawa', 'motor', 'ugal', 'ugalan', 'parah', 'ga', 'mikir', 'sama', 'sekali', 'kalo', 'bawa', 'nyawa', 'tumpang', 'bawa', 'nama', 'maxim', 'gara', 'gara', 'satu', 'org', 'jelek', 'nama', 'maxim', 'udah', 'laporin', 'pihak', 'maxim', 'tanggap', 'terima', 'kasih', 'pakai', 'maxim', 'terus', 'kenang', 'jadi', 'lebih', 'baik', 'uninstal']"
"Tolong dong driver atas nama Muhammad Taufik Hidayat suru TF balik uang saya dibawa kabur SM dia , bukan masalah nominal tp kejujuran nya pakkkk , dia blg mau TF balik tp wa saya di blokir sama dia tolongg dong pihakkkk Maxim kondisikan drivernya!!!! Hati2 sama plat nomornya B3848 PNE","['tolong', 'dong', 'driver', 'atas', 'nama', 'muhammad', 'taufik', 'hidayat', 'suru', 'tf', 'balik', 'uang', 'saya', 'dibawa', 'kabur', 'sm', 'dia', 'bukan', 'masalah', 'nominal', 'tp', 'kejujuran', 'nya', 'pakkkk', 'dia', 'blg', 'mau', 'tf', 'balik', 'tp', 'wa', 'saya', 'di', 'blokir', 'sama', 'dia', 'tolongg', 'dong', 'pihakkkk', 'maxim', 'kondisikan', 'drivernya', 'hati', 'sama', 'plat', 'nomornya', 'b', 'pne']","['dong', 'driver', 'atas', 'nama', 'muhammad', 'taufik', 'hidayat', 'suru', 'tf', 'balik', 'uang', 'bawa', 'kabur', 'sm', 'bukan', 'masalah', 'nominal', 'tp', 'jujur', 'nya', 'pakkkk', 'blg', 'mau', 'tf', 'balik', 'tp', 'wa', 'blokir', 'sama', 'tolongg', 'dong', 'pihakkkk', 'maxim', 'kondisi', 'drivernya', 'hati', 'sama', 'plat', 'nomor', 'b', 'pne']"
lambat,['lambat'],['lambat']
"Ap L1 k4 si t4 i. k4 U kalo ber sai ng, ya n9 se h4t do n9 b4 b1. 3ny 4h k4 U d4 r1 in d0n 3si4. 4p l1ka si b4 b1.","['ap', 'l', 'k', 'si', 't', 'i', 'k', 'u', 'kalo', 'ber', 'sai', 'ng', 'ya', 'n', 'se', 'ht', 'do', 'n', 'b', 'b', 'ny', 'h', 'k', 'u', 'd', 'r', 'in', 'dn', 'si', 'p', 'lka', 'si', 'b', 'b']","['ap', 'l', 'k', 'si', 't', 'i', 'k', 'u', 'kalo', 'ber', 'sai', 'ng', 'n', 'se', 'ht', 'do', 'n', 'b', 'b', 'ny', 'h', 'k', 'u', 'd', 'r', 'in', 'dn', 'si', 'p', 'lka', 'si', 'b', 'b']"
Ajarin pengemudi lo dengan kata yang sopan!,"['ajarin', 'pengemudi', 'lo', 'dengan', 'kata', 'yang', 'sopan']","['ajarin', 'kemudi', 'lo', 'kata', 'sopan']"
Pindah ke indriver aja lah... lebih enak,"['pindah', 'ke', 'indriver', 'aja', 'lah', 'lebih', 'enak']","['pindah', 'indriver', 'aja', 'lah', 'lebih', 'enak']"
Hoaxx dapet bonus tapi gabisa di pake hoaxxx,"['hoaxx', 'dapet', 'bonus', 'tapi', 'gabisa', 'di', 'pake', 'hoaxxx']","['hoaxx', 'dapet', 'bonus', 'gabisa', 'pake', 'hoaxxx']"
scam penipu,"['scam', 'penipu']","['scam', 'tipu']"
Kalo gk bisa pake nomor minimal pake google geh,"['kalo', 'gk', 'bisa', 'pake', 'nomor', 'minimal', 'pake', 'google', 'geh']","['kalo', 'gk', 'pake', 'nomor', 'minimal', 'pake', 'google', 'geh']"
"Sangat"" mengecewakan, Driver banyak betingkah, Kalo gak mau narik baik di off kan aplikasi nya, alasan lagi makan, pecah ban, bilang otw tapi di aplikasi tidak bergerak, sangat"" kurang ajar .. Itu bukan sekali dua kali, Aku sekalipun gak pernh kasih ongkos pass, pasti lebih... Paraahhhh!!!","['sangat', 'mengecewakan', 'driver', 'banyak', 'betingkah', 'kalo', 'gak', 'mau', 'narik', 'baik', 'di', 'off', 'kan', 'aplikasi', 'nya', 'alasan', 'lagi', 'makan', 'pecah', 'ban', 'bilang', 'otw', 'tapi', 'di', 'aplikasi', 'tidak', 'bergerak', 'sangat', 'kurang', 'ajar', 'itu', 'bukan', 'sekali', 'dua', 'kali', 'aku', 'sekalipun', 'gak', 'pernh', 'kasih', 'ongkos', 'pass', 'pasti', 'lebih', 'paraahhhh']","['sangat', 'kecewa', 'driver', 'banyak', 'beting', 'kalo', 'gak', 'mau', 'narik', 'baik', 'off', 'kan', 'aplikasi', 'nya', 'alas', 'makan', 'pecah', 'ban', 'bilang', 'otw', 'aplikasi', 'gerak', 'sangat', 'kurang', 'ajar', 'bukan', 'sekali', 'kali', 'aku', 'sekalipun', 'gak', 'pernh', 'kasih', 'ongkos', 'pass', 'lebih', 'paraahhhh']"
"Maxim memang bagus. Tapi ketika pesan disana misal tertulis 5 menit sampai. Ditunggu sampai 5 menit Gak maju2 kendaraannya, kesel saya sering begitu. Dan akhirnya nunggu lama lbih dari 5 mnit. Ketikasudah dibatalkan malah datang.","['maxim', 'memang', 'bagus', 'tapi', 'ketika', 'pesan', 'disana', 'misal', 'tertulis', 'menit', 'sampai', 'ditunggu', 'sampai', 'menit', 'gak', 'maju', 'kendaraannya', 'kesel', 'saya', 'sering', 'begitu', 'dan', 'akhirnya', 'nunggu', 'lama', 'lbih', 'dari', 'mnit', 'ketikasudah', 'dibatalkan', 'malah', 'datang']","['maxim', 'memang', 'bagus', 'pesan', 'sana', 'misal', 'tulis', 'menit', 'tunggu', 'menit', 'gak', 'maju', 'kendara', 'kesel', 'sering', 'akhir', 'nunggu', 'lama', 'lbih', 'mnit', 'ketikasudah', 'batal', 'malah', 'datang']"
Peta tida muncul..... Yg muncul cuma garis kotak......,"['peta', 'tida', 'muncul', 'yg', 'muncul', 'cuma', 'garis', 'kotak']","['peta', 'tida', 'muncul', 'yg', 'muncul', 'cuma', 'garis', 'kotak']"
"Aneh saya jadi gak bisa login,aplikasi apa ini","['aneh', 'saya', 'jadi', 'gak', 'bisa', 'loginaplikasi', 'apa', 'ini']","['aneh', 'jadi', 'gak', 'loginaplikasi', 'apa']"
Maxim bodoh sumpah. Harga kok berubah rubah terus. Tolol emang. Ganggu aktifitas orang,"['maxim', 'bodoh', 'sumpah', 'harga', 'kok', 'berubah', 'rubah', 'terus', 'tolol', 'emang', 'ganggu', 'aktifitas', 'orang']","['maxim', 'bodoh', 'sumpah', 'harga', 'kok', 'ubah', 'rubah', 'terus', 'tolol', 'emang', 'ganggu', 'aktifitas', 'orang']"
sadar diri lah penumpang pesan car . udah ac 10.500 kasih nya uang pas kadang 10rb pas parah. gk ngotak harganya,"['sadar', 'diri', 'lah', 'penumpang', 'pesan', 'car', 'udah', 'ac', 'kasih', 'nya', 'uang', 'pas', 'kadang', 'rb', 'pas', 'parah', 'gk', 'ngotak', 'harganya']","['sadar', 'diri', 'lah', 'tumpang', 'pesan', 'car', 'udah', 'ac', 'kasih', 'nya', 'uang', 'pas', 'kadang', 'rb', 'pas', 'parah', 'gk', 'ngotak', 'harga']"
"Tidak berguna alamat lokasi tidak lengkap, susah buat nyari kantor nya ataupun perusahaan, map nya juga suka ga keluar alias gelap, pokonya ga banget deh iwww","['tidak', 'berguna', 'alamat', 'lokasi', 'tidak', 'lengkap', 'susah', 'buat', 'nyari', 'kantor', 'nya', 'ataupun', 'perusahaan', 'map', 'nya', 'juga', 'suka', 'ga', 'keluar', 'alias', 'gelap', 'pokonya', 'ga', 'banget', 'deh', 'iwww']","['guna', 'alamat', 'lokasi', 'lengkap', 'susah', 'buat', 'nyari', 'kantor', 'nya', 'atau', 'usaha', 'map', 'nya', 'suka', 'ga', 'keluar', 'alias', 'gelap', 'poko', 'ga', 'banget', 'deh', 'iwww']"
"SAYA SBG PENUMPANG KECEWA SEKALI DGN TAXI MAXIM YG KATANYA BISA BYR LWT NON-TUNAI (MAXIM WALLET) MALAH PENGEMUDINYA GATAU CARA TARIK TUNAI DAN GA TERIMA KAMI BAYAR NON TUNAI DIKIRA KAMI YG NIPU. KRN GAMAU RIBUT, AKHIRNYA SY BAYAR 2X BOSS. TOLONG UNTUNG YG MAU DAFTAR MAXIM JD PENGEMUDI DI SELEKSI BENER2 ORG YG KUDET TEKNOLOGI ATAU MMG APLIKASI WALLET MAXIMNYA YG SUSAH BUAT TARIK TUNAI!!!! MAU COMPLAIN DISURUH DTG KE KANTORNYA, WAH MALAH RIBUT NTR DISANA, TIDAK MENERIMA COMPLAIN LWT SOSMED KATANYA","['saya', 'sbg', 'penumpang', 'kecewa', 'sekali', 'dgn', 'taxi', 'maxim', 'yg', 'katanya', 'bisa', 'byr', 'lwt', 'nontunai', 'maxim', 'wallet', 'malah', 'pengemudinya', 'gatau', 'cara', 'tarik', 'tunai', 'dan', 'ga', 'terima', 'kami', 'bayar', 'non', 'tunai', 'dikira', 'kami', 'yg', 'nipu', 'krn', 'gamau', 'ribut', 'akhirnya', 'sy', 'bayar', 'x', 'boss', 'tolong', 'untung', 'yg', 'mau', 'daftar', 'maxim', 'jd', 'pengemudi', 'di', 'seleksi', 'bener', 'org', 'yg', 'kudet', 'teknologi', 'atau', 'mmg', 'aplikasi', 'wallet', 'maximnya', 'yg', 'susah', 'buat', 'tarik', 'tunai', 'mau', 'complain', 'disuruh', 'dtg', 'ke', 'kantornya', 'wah', 'malah', 'ribut', 'ntr', 'disana', 'tidak', 'menerima', 'complain', 'lwt', 'sosmed', 'katanya']","['sbg', 'tumpang', 'kecewa', 'sekali', 'dgn', 'taxi', 'maxim', 'yg', 'kata', 'byr', 'lwt', 'nontunai', 'maxim', 'wallet', 'malah', 'mud', 'gatau', 'cara', 'tarik', 'tunai', 'ga', 'terima', 'bayar', 'non', 'tunai', 'kira', 'yg', 'nipu', 'krn', 'gamau', 'ribut', 'akhir', 'sy', 'bayar', 'x', 'boss', 'untung', 'yg', 'mau', 'daftar', 'maxim', 'jd', 'kemudi', 'seleksi', 'bener', 'org', 'yg', 'kudet', 'teknologi', 'mmg', 'aplikasi', 'wallet', 'maximnya', 'yg', 'susah', 'buat', 'tarik', 'tunai', 'mau', 'complain', 'suruh', 'dtg', 'kantor', 'wah', 'malah', 'ribut', 'ntr', 'sana', 'terima', 'complain', 'lwt', 'sosmed', 'kata']"
"Driver tidak sopan,memaki maki dengan kata kotor.sangat menyesal menggunakan aplikasi ini.","['driver', 'tidak', 'sopanmemaki', 'maki', 'dengan', 'kata', 'kotorsangat', 'menyesal', 'menggunakan', 'aplikasi', 'ini']","['driver', 'sopanmemaki', 'maki', 'kata', 'kotorsangat', 'sesal', 'guna', 'aplikasi']"
ngga jelas nih soal pembayaran diaplikasi coustomer sama di driver beda,"['ngga', 'jelas', 'nih', 'soal', 'pembayaran', 'diaplikasi', 'coustomer', 'sama', 'di', 'driver', 'beda']","['ngga', 'jelas', 'nih', 'soal', 'bayar', 'aplikasi', 'coustomer', 'sama', 'driver', 'beda']"
"Percuma ada promo, promonya gak berlaku Promo 19300, pas bayar dimintai 22000 Nggak benar","['percuma', 'ada', 'promo', 'promonya', 'gak', 'berlaku', 'promo', 'pas', 'bayar', 'dimintai', 'nggak', 'benar']","['percuma', 'promo', 'promonya', 'gak', 'laku', 'promo', 'pas', 'bayar', 'minta', 'benar']"
saya customer yang turunin di pinggir jalan,"['saya', 'customer', 'yang', 'turunin', 'di', 'pinggir', 'jalan']","['customer', 'turunin', 'pinggir', 'jalan']"
"Sejajarkan harga, bersaing yang sehat dooonk","['sejajarkan', 'harga', 'bersaing', 'yang', 'sehat', 'dooonk']","['sejajar', 'harga', 'saing', 'sehat', 'dooonk']"
masuk kode nya lemot,"['masuk', 'kode', 'nya', 'lemot']","['masuk', 'kode', 'nya', 'lot']"
Bersaing harga lah secara sehat jangan merusak menjatuhkan harga lokal,"['bersaing', 'harga', 'lah', 'secara', 'sehat', 'jangan', 'merusak', 'menjatuhkan', 'harga', 'lokal']","['saing', 'harga', 'lah', 'sehat', 'jangan', 'rusak', 'jatuh', 'harga', 'lokal']"
Gak jelas nihil pengguna nya dikit ditipu terus mesen makanan malah abang nya minta Transfer deluan Aplikasi nya gak worth it,"['gak', 'jelas', 'nihil', 'pengguna', 'nya', 'dikit', 'ditipu', 'terus', 'mesen', 'makanan', 'malah', 'abang', 'nya', 'minta', 'transfer', 'deluan', 'aplikasi', 'nya', 'gak', 'worth', 'it']","['gak', 'jelas', 'nihil', 'guna', 'nya', 'dikit', 'tipu', 'terus', 'mesen', 'makan', 'malah', 'abang', 'nya', 'minta', 'transfer', 'delu', 'aplikasi', 'nya', 'gak', 'worth', 'it']"
"Ribet GPS nya ruwet ruwet gak kaya aplikasi lain, ini mah ruwet super ruwet","['ribet', 'gps', 'nya', 'ruwet', 'ruwet', 'gak', 'kaya', 'aplikasi', 'lain', 'ini', 'mah', 'ruwet', 'super', 'ruwet']","['ribet', 'gps', 'nya', 'ruwet', 'ruwet', 'gak', 'kaya', 'aplikasi', 'mah', 'ruwet', 'super', 'ruwet']"
"Ati ati yg naik dari stasiun pasar turi surabaya ke bungurasih harga gak sesuai argo , di getok dari 50 ke 90 ribu, dengan alsan bayar parkr ,mnding jangan","['ati', 'ati', 'yg', 'naik', 'dari', 'stasiun', 'pasar', 'turi', 'surabaya', 'ke', 'bungurasih', 'harga', 'gak', 'sesuai', 'argo', 'di', 'getok', 'dari', 'ke', 'ribu', 'dengan', 'alsan', 'bayar', 'parkr', 'mnding', 'jangan']","['ati', 'ati', 'yg', 'naik', 'stasiun', 'pasar', 'turi', 'surabaya', 'bungurasih', 'harga', 'gak', 'sesuai', 'argo', 'getok', 'ribu', 'alsan', 'bayar', 'parkr', 'mnding', 'jangan']"
"Kok driver maxim sekarang banyak gak sopan ya dan seperti calo,harus nya mikir dong coba bayangin kalo kami mulai memakai transportasi umum kembali pasti bakal sepi orderan kalian","['kok', 'driver', 'maxim', 'sekarang', 'banyak', 'gak', 'sopan', 'ya', 'dan', 'seperti', 'caloharus', 'nya', 'mikir', 'dong', 'coba', 'bayangin', 'kalo', 'kami', 'mulai', 'memakai', 'transportasi', 'umum', 'kembali', 'pasti', 'bakal', 'sepi', 'orderan', 'kalian']","['kok', 'driver', 'maxim', 'sekarang', 'banyak', 'gak', 'sopan', 'caloharus', 'nya', 'mikir', 'dong', 'coba', 'bayangin', 'kalo', 'mulai', 'pakai', 'transportasi', 'umum', 'bakal', 'sepi', 'order', 'kalian']"
"Tolonglah maxim, selama saya pesan makan di aplikasi ini baru dua kali berhasil. Jarang sekali yang mau terima orderan.","['tolonglah', 'maxim', 'selama', 'saya', 'pesan', 'makan', 'di', 'aplikasi', 'ini', 'baru', 'dua', 'kali', 'berhasil', 'jarang', 'sekali', 'yang', 'mau', 'terima', 'orderan']","['tolong', 'maxim', 'lama', 'pesan', 'makan', 'aplikasi', 'baru', 'kali', 'hasil', 'jarang', 'sekali', 'mau', 'terima', 'order']"
Susah banget nyari alamat nya,"['susah', 'banget', 'nyari', 'alamat', 'nya']","['susah', 'banget', 'nyari', 'alamat', 'nya']"
Sangaat hmmmmmm,"['sangaat', 'hmmmmmm']","['sangaat', 'hmmmmmm']"
up,['up'],['up']
"Untuk pelayanan si lumayan ok cept jg respon nya , tp saldo vocer yg di kasi sama sekali gak bisa ke pake pdhl saldo sudah terptong","['untuk', 'pelayanan', 'si', 'lumayan', 'ok', 'cept', 'jg', 'respon', 'nya', 'tp', 'saldo', 'vocer', 'yg', 'di', 'kasi', 'sama', 'sekali', 'gak', 'bisa', 'ke', 'pake', 'pdhl', 'saldo', 'sudah', 'terptong']","['layan', 'si', 'lumayan', 'cept', 'jg', 'respon', 'nya', 'tp', 'saldo', 'vocer', 'yg', 'kasi', 'sama', 'sekali', 'gak', 'pake', 'pdhl', 'saldo', 'terptong']"
Saya top up 60rb tetapi tidak masuk.,"['saya', 'top', 'up', 'rb', 'tetapi', 'tidak', 'masuk']","['top', 'up', 'rb', 'masuk']"
Hoax,['hoax'],['hoax']
Mapnya kotak kotak doang kocak,"['mapnya', 'kotak', 'kotak', 'doang', 'kocak']","['map', 'kotak', 'kotak', 'doang', 'kocak']"
"Niat hati igin coba pake jasa maxim, tp Cukup sekali pakai maxim, harga yang tertera pada aplikasi tidak sesuai saat pembayaran ke driver nya , driver nya minta tambahan bayar karna jarak driver menjemput saya terlalu jauh kata nya, luruskan dulu sistem nya maxim sama driver nya, di perbolehkan tidak seperti ini ke pelanggan mnta tambahan biaya, ac tidak di nyalakan malah di suruh membuka jendela, sangat sangat tidak nyaman , Gak tau ini apa emang standar nya seperti ini ya?","['niat', 'hati', 'igin', 'coba', 'pake', 'jasa', 'maxim', 'tp', 'cukup', 'sekali', 'pakai', 'maxim', 'harga', 'yang', 'tertera', 'pada', 'aplikasi', 'tidak', 'sesuai', 'saat', 'pembayaran', 'ke', 'driver', 'nya', 'driver', 'nya', 'minta', 'tambahan', 'bayar', 'karna', 'jarak', 'driver', 'menjemput', 'saya', 'terlalu', 'jauh', 'kata', 'nya', 'luruskan', 'dulu', 'sistem', 'nya', 'maxim', 'sama', 'driver', 'nya', 'di', 'perbolehkan', 'tidak', 'seperti', 'ini', 'ke', 'pelanggan', 'mnta', 'tambahan', 'biaya', 'ac', 'tidak', 'di', 'nyalakan', 'malah', 'di', 'suruh', 'membuka', 'jendela', 'sangat', 'sangat', 'tidak', 'nyaman', 'gak', 'tau', 'ini', 'apa', 'emang', 'standar', 'nya', 'seperti', 'ini', 'ya']","['niat', 'hati', 'igin', 'coba', 'pake', 'jasa', 'maxim', 'tp', 'cukup', 'sekali', 'pakai', 'maxim', 'harga', 'tera', 'aplikasi', 'sesuai', 'bayar', 'driver', 'nya', 'driver', 'nya', 'minta', 'tambah', 'bayar', 'karna', 'jarak', 'driver', 'jemput', 'terlalu', 'jauh', 'kata', 'nya', 'lurus', 'dulu', 'sistem', 'nya', 'maxim', 'sama', 'driver', 'nya', 'boleh', 'langgan', 'mnta', 'tambah', 'biaya', 'ac', 'nyala', 'malah', 'suruh', 'buka', 'jendela', 'sangat', 'sangat', 'nyaman', 'gak', 'tau', 'apa', 'emang', 'standar', 'nya']"
"Aplikasi terlalu bebas dan tidak terbatas,, jadi banyak driver tanpa atribut dan menyalah gunakan profesi driver untuk tindak kejahatan, keamanan dan standard nya Maxim tidak ada , jadi untuk segi keamanan kurang","['aplikasi', 'terlalu', 'bebas', 'dan', 'tidak', 'terbatas', 'jadi', 'banyak', 'driver', 'tanpa', 'atribut', 'dan', 'menyalah', 'gunakan', 'profesi', 'driver', 'untuk', 'tindak', 'kejahatan', 'keamanan', 'dan', 'standard', 'nya', 'maxim', 'tidak', 'ada', 'jadi', 'untuk', 'segi', 'keamanan', 'kurang']","['aplikasi', 'terlalu', 'bebas', 'batas', 'jadi', 'banyak', 'driver', 'atribut', 'salah', 'guna', 'profesi', 'driver', 'tindak', 'jahat', 'aman', 'standard', 'nya', 'maxim', 'jadi', 'segi', 'aman', 'kurang']"
"Aneh naik maxim, harga awal 58rb pas tengah jalan tiba2 naik jadi 82rb tanpa sepengetahuan saya, hadiah dari saya bintang 1 aja deh buat maxim.","['aneh', 'naik', 'maxim', 'harga', 'awal', 'rb', 'pas', 'tengah', 'jalan', 'tiba', 'naik', 'jadi', 'rb', 'tanpa', 'sepengetahuan', 'saya', 'hadiah', 'dari', 'saya', 'bintang', 'aja', 'deh', 'buat', 'maxim']","['aneh', 'naik', 'maxim', 'harga', 'awal', 'rb', 'pas', 'tengah', 'jalan', 'tiba', 'naik', 'jadi', 'rb', 'tahu', 'hadiah', 'bintang', 'aja', 'deh', 'buat', 'maxim']"
Apk tolol,"['apk', 'tolol']","['apk', 'tolol']"
"Bingung banget, pertama x naik Maxim itu pun di orderin lewat hp sodara, order Maxim dgn jarak 1.9 km detail harga di aplikasi penumpang 10.500 Begitu sampai lokasi pengemudi bilang harga 23rb tertera d aplikasi😌😌😌","['bingung', 'banget', 'pertama', 'x', 'naik', 'maxim', 'itu', 'pun', 'di', 'orderin', 'lewat', 'hp', 'sodara', 'order', 'maxim', 'dgn', 'jarak', 'km', 'detail', 'harga', 'di', 'aplikasi', 'penumpang', 'begitu', 'sampai', 'lokasi', 'pengemudi', 'bilang', 'harga', 'rb', 'tertera', 'd', 'aplikasi']","['bingung', 'banget', 'pertama', 'x', 'naik', 'maxim', 'orderin', 'lewat', 'hp', 'sodara', 'order', 'maxim', 'dgn', 'jarak', 'km', 'detail', 'harga', 'aplikasi', 'tumpang', 'lokasi', 'kemudi', 'bilang', 'harga', 'rb', 'tera', 'd', 'aplikasi']"
Minimal driver jangan tolol Ngertilah pakai GPS,"['minimal', 'driver', 'jangan', 'tolol', 'ngertilah', 'pakai', 'gps']","['minimal', 'driver', 'jangan', 'tolol', 'ngertilah', 'pakai', 'gps']"
"Aplikasinya tidak punya fitur chat CS, keluhan pelanggan, dan chat Online.","['aplikasinya', 'tidak', 'punya', 'fitur', 'chat', 'cs', 'keluhan', 'pelanggan', 'dan', 'chat', 'online']","['aplikasi', 'punya', 'fitur', 'chat', 'cs', 'keluh', 'langgan', 'chat', 'online']"
Titik ga bisa dicari mau masuk pun kode otp tidak bisa,"['titik', 'ga', 'bisa', 'dicari', 'mau', 'masuk', 'pun', 'kode', 'otp', 'tidak', 'bisa']","['titik', 'ga', 'cari', 'mau', 'masuk', 'kode', 'otp']"
KECEWA BANGET GAK BISA DAFTAR AKUN HAPUUUS,"['kecewa', 'banget', 'gak', 'bisa', 'daftar', 'akun', 'hapuuus']","['kecewa', 'banget', 'gak', 'daftar', 'akun', 'hapuuus']"
terima kasih sdh antar sampai ke tempat tujuan,"['terima', 'kasih', 'sdh', 'antar', 'sampai', 'ke', 'tempat', 'tujuan']","['terima', 'kasih', 'sdh', 'antar', 'tempat', 'tuju']"
Aplikasi Transportasi Yang Bikin Nge Jatohin Harga Argo Tidak Sesuai dengan kilometer Cousteumer bayar ke Maxim Mahal Giliran Maxim Bayar ke Drivernya Murah Banget Gila Udh gitu Tidak ada Asuransi Jiwasraya Terjadi nya kecelakaan lalu lintas terhadap Driver Dan Cousteumer nya....MAXIM PERUSAHAAN RUSIA TER TOLOL DI DUNIA...,"['aplikasi', 'transportasi', 'yang', 'bikin', 'nge', 'jatohin', 'harga', 'argo', 'tidak', 'sesuai', 'dengan', 'kilometer', 'cousteumer', 'bayar', 'ke', 'maxim', 'mahal', 'giliran', 'maxim', 'bayar', 'ke', 'drivernya', 'murah', 'banget', 'gila', 'udh', 'gitu', 'tidak', 'ada', 'asuransi', 'jiwasraya', 'terjadi', 'nya', 'kecelakaan', 'lalu', 'lintas', 'terhadap', 'driver', 'dan', 'cousteumer', 'nyamaxim', 'perusahaan', 'rusia', 'ter', 'tolol', 'di', 'dunia']","['aplikasi', 'transportasi', 'bikin', 'nge', 'jatohin', 'harga', 'argo', 'sesuai', 'kilometer', 'cousteumer', 'bayar', 'maxim', 'mahal', 'gilir', 'maxim', 'bayar', 'drivernya', 'murah', 'banget', 'gila', 'udh', 'gitu', 'asuransi', 'jiwasraya', 'jadi', 'nya', 'celaka', 'lalu', 'lintas', 'driver', 'cousteumer', 'nyamaxim', 'usaha', 'rusia', 'ter', 'tolol', 'dunia']"
Kode otp lama banget masuk nya kecewa berat,"['kode', 'otp', 'lama', 'banget', 'masuk', 'nya', 'kecewa', 'berat']","['kode', 'otp', 'lama', 'banget', 'masuk', 'nya', 'kecewa', 'berat']"
"Kecewa saya,saya yang menunggu jemputan driver malah saya yang bayar nunggu hampir satu jam malh kenak biaya mending klo saya yang meminta tunggu ini penjemputan saya saja blom malah disuruh bayar yang ada pelanggan di kasih kopetitas soalnya sudah menunggu driver hampir satu jam🙂‍↔️🙂‍↔️🙂‍↔️","['kecewa', 'sayasaya', 'yang', 'menunggu', 'jemputan', 'driver', 'malah', 'saya', 'yang', 'bayar', 'nunggu', 'hampir', 'satu', 'jam', 'malh', 'kenak', 'biaya', 'mending', 'klo', 'saya', 'yang', 'meminta', 'tunggu', 'ini', 'penjemputan', 'saya', 'saja', 'blom', 'malah', 'disuruh', 'bayar', 'yang', 'ada', 'pelanggan', 'di', 'kasih', 'kopetitas', 'soalnya', 'sudah', 'menunggu', 'driver', 'hampir', 'satu', 'jam']","['kecewa', 'sayasaya', 'tunggu', 'jemput', 'driver', 'malah', 'bayar', 'nunggu', 'hampir', 'satu', 'jam', 'malh', 'nak', 'biaya', 'mending', 'klo', 'minta', 'tunggu', 'jemput', 'blom', 'malah', 'suruh', 'bayar', 'langgan', 'kasih', 'kopetitas', 'soal', 'tunggu', 'driver', 'hampir', 'satu', 'jam']"
